name,line
All Ricks," So in conclusion, you’re both equally mercurial, overly sensitive, clingy hysterical bird brained homunculi. And I honestly can’t tell the two of you half the time because I don’t go by height or age, I go by amount of pain in my ass, which makes you both identical. Alright, everything resolved? Everybody nice and certain about their position in my world?"
All Mortys and All Summers, Yes.
All Ricks," Alright, perfect. Sit still, *belch* arms down, I’m gonna do this again, this time, be like Grampa."
All Ricks," Huh, that’s weird. Oh my god."
All Summers, What?
All Ricks, That son of a bitch is gonna kill me!
All Mortys, Rick what the hell are you doing?
All Ricks, Saving our lives. After he takes me out he’s gonna be coming for you!
All Summers, Who?
All Ricks, Me!
All Summers, Ahh!
All Mortys, Whoa whoa!
All Ricks," Oh god, now there’s three of them, we’re outnumbered! Get in the cupboards! Wait, don’t don’t do that, they’ll know… wait wait, think about getting in the cupboards but don’t really. AAAAH IS THIS WHAT YOU WANT YOU SICK *CKS? YOU WANNA SEE CHILDREN DIE?"
Beth," You son of a bitch, you don’t stop living until I SAY SO!"
Lawyer, Michael.
Vet, Who’s this now?
Hunter, My lawyer.
Lawyer," I’m here to notify you ma’am, that in this county, any deer shot by a hunter is that hunter’s property, regardless of how far it runs, or who intercepts it before it dies. It’s called Brad’s law. We can’t make you stop the surgery, but at this point you’re performing it on venison."
Hunter," Actually, I’ve decided not to eat it. All this fear and conflict. I’m sure it’s ruined the meat. I’m just gonna use the head for my rec room wall."
Jerry, She normally works on horses.
Beth," Jerry, if you’re not gonna help, get the *ck out of here! I will reach into heaven and yank your screaming deer soul back!"
Vet, Jesus…
All Ricks," Shh shh… I know where you are, you creepy old monster… I know how you think! Oh, is this where you think I’m going? You think I’m standing here? Well maybe you’re right!"
All Summers," Holy shit, now what?"
All Mortys," Well if all of me knocked out all the Ricks, and you peed in all of your pants, doesn’t that mean that we’re all synchronized?"
All Summers, Right.
All Mortys," Okay… so from now on, whatever we do we have to be certain."
All Summers, Right…
All Mortys, I think I’m certain we’re F’d in the A.
All Ricks," Oh god, my head. What did you guys do?"
All Mortys," We put you in a dog crate because you were acting crazy, and you caused another time fracture."
All Summers, You tried to kill yourself!
All Ricks," Only in self defense, myself tried to kill me first! Guys, I don’t expect you to understand this, but time breaking twice means our problem is two times bigger and we’ve got half as much time to solve it. Well actually, I do expect you to understand that, it’s basic math. C-could someone just let me out of here? If I die in a cage I lose a bet."
All Summers, Well is there some way you can prove you’re not a threat to yourself and others anymore?
All Ricks," Ah, for god’s sake, alright here, give me the time crystal."
All Mortys, W-what’re you doing?
All Ricks," Calling myself. Here, listen, *belch* it’ll probably go to voice mail since, you know, I’m calling myself."
All Rick phones," Hello, Rick here."
All Ricks," Don’t fall for it, it’s a bit."
All Rick phones," Just kidding, haha! You just got Ricked. You’ve reached Rick’s voicemail, you know what to do *beep*."
All Ricks," Hey Rick, it’s Rick. Listen, I’m sorry about earlier. No hard feelings. I know you know I mean it too. Take it easy. Whoa. Damn, look at this, I’m blown up. Three new voicemails. *voicemail repeats* Yeah yeah, I heard this one. *voicemail repeats two more times* You get the idea *belch* we’re cool now."
All Summers," Okay, well we’re still not gonna let you out of this crate."
All Ricks, Fine I’ll just do it myself.
All Mortys, If you could get out that whole time why didn’t you?
All Ricks," Because I waited until I was certain it was what I wanted to do, Morty. That’s the difference between you and me. I’m certain, and you’re a walking burlap sack filled with turds."
All Mortys," You know, geez Rick, y—y—you’re really tearing into me right now. You know, words hurt."
Testicle Monster A," Ey, ye ey, quit yellin’ quit yellin’."
Testicle Monster A," What the *ck?! Your time is all ripped up to hell! You broke your time, twice!"
All Ricks, *sigh*
Testicle Monster A, How did this happen?
Testicle Monster A," Shut the *ck up! Oh, damn, I’m from the 4th dimension. I can hear all o’ y’all. Now let’s just see what we got here for a second."
All Ricks,' *'groan*
Testicle Monster A," Ay, damn it, were you tryin’ to use this to- oh, see, you broke time, and you thought you could just stick it back together with this? How you think you gonna move time while you’re standin in it you dumn ass three-dimensional monkey ass dummies?"
All Mortys," Oh way to go, Rick."
All Summers," Yeah Grampa, way to go."
All Ricks," Oh, what you’re just gonna listen to this guy now? He’s got a giant testicle for a head! He came here in a bubble. For all we know he could be the David Berkowitz of Nutsack Land."
Testicle Monster A," Shut up. Here, put these on. They’ll sync your possibilities up so I can bring you back to certain time. Y’all just-just negligent, now ay, ay, ay, the three of you, put your collars on!"
Testicle Monster A," Exactly, because you’re being obstinate."
Rick," Yes, we’re back, problem solved."
Summer," Yes, we’re back to our own time."
Morty," Yes no more cats, no more cats, oh you did it, you fixed it."
Testicle Monster A," Yeah, now keep those collars on so you don’t break your weak ass time again."
Rick, How long exactly do we have to wear these things? They’re really embarassing.
Testicle Monster A," Well since you’re goin’ to time prison, I’d say you can keep em on forever."
Summer, Time prison?
Testicle Monster A," Yeah, well I don’t know where you expect me to think you got that crystal over there, but the only way you dumb ass, assin’ ass asses could ever have one, is if it was stolen."
Summer, You stole a time freezing crystal from testical monsters?
Rick," I would have been happy to pay for it, Summer, but they don’t exactly sell them at Costco. Besides, there’s a larger lesson to be learned here. Get him!"
Testicle Monster A, Ututututut! You’d better keep back! Man this will turn your ass into a third trimester fetus from 30 yards.
Vet, Hmm…
Beth, Isn’t there a kitten somewhere that needs a manicure?
Lawyer," That’s right Mrs. Smith, *whispers* give in to your anger. Neglect that deer."
Jerry," Honey, it’s gonna be okay. These men are from the Cervine Institute of Elk, Moose Deer and Stag. They can take this deer to a helicopter and fly it to the country’s top deer surgeon on a wildlife reserve across the state border, where your jurisdiction ends."
Vet, I guess that’s the end of that.
Lawyer," There is just one more thing. According to this state’s veterinarian statute, this animal can’t be transferred until the current attending physician verbally confirms their inability to provide adequate care. You heard the man horse doctor, you have to say you couldn’t hack it."
Jerry, We did it…
Testicle Monster A," (On phone) Uh-huh, no motha- no, Earth, dude, I’m talking ‘bout, yeah, with the dinosaurs. No, if you’ve get to the dolphin people you’ve gone too far. Alright man, I’ll talk to you later, okay. (hangs up) You know what they do with 3rd dimensional life forms in time prison? Same thing they do in every other prison, only forever."
Morty, Why are you doing this?
Testicle Monster A," You think I wanna be an omniscient immortal being transcending time and space my whole life? I got ambitions man, bringin’ you guys in is my ticket up."
Rick, What if I told you there’s a huge ticket up right behind you?
Testicle Monster A, You really think I’m that stupid?
Rick," Alright, hear me out on this. You’re immortal, right, which means your life is infinite. Well in that case there’s 100% chance that you’ll eventually do everything, including turning around to look behind you."
Testicle Monster A, I cannot argue that.
Rick," Ah, god, gross and weird!"
Testicle Monster A, Chris!
Testicle Monster A, You killed my gun!
Rick," Summer, Morty, take off your collars!"
Testicle Monster A, What? What the hell are you doing?
Rick, Good question. I suppose the answer is: I’m not certain!
Testicle Monster A," Oh, no, what are you doin’?"
Testicle Monster A," Lis- ay, to, AH. But these arms are vestigial. Now you poked me where an eye would have been about six million years ago."
Zooms in to only show one timeline, Timeline 23)
Testicle Monster A," Ow, I’m defeated…"
Jerry," Look, I know I was kind of a nuisance today. I know it’s my fault we hit the deer, and I know you wanted to be the one to save it."
Beth, Whatever. How petty would I have to be to care less about an animal’s life than my own ego?
Jerry, Hmm… you’d have to be pretty petty. But you’d still be the woman I married.
Beth, Where are we going?
Jerry, One last stop.
Beth, Where’s the helicopter?
Jerry," There is no helicopter, and there is no Cervine Institute."
Beth, But the top deer surgeon…
Jerry, I’m looking at her. Thanks for F.D.’ing me up like that.
Cold Stone Employee," You’d better get moving, these lights are designed for basic ice cream work, they’re not gonna last all night."
Beth, I need 5 minutes.
Beth," Jerry, this was the most romantic weekend I’ve ever had."
Jerry, Thanks to Cold Stone Creamery.
Cold Stone Employee, You’re welcome.
 All Ricks," Okay, we’re out of time. It’s ironic, huh?"
Morty," Yes, oh, yes, yes!"
Summer, Woohoo! Whoo! Whoo!
Morty," Oh, that was a close call. Oh yeah, do it Rick, do it right."
Rick," You know what I’m talking about, oh yeah. I’m gonna do the cabbage patch, Morty. Check me out I’m doing the cabbage patch dance. It’s a classic dance, remember, like this. Oh shit look at that."
Morty, Do the cabbage patch. Do—do—do the dance.
Summer," Hey wait a second, how come you guys took longer to get here?"
Morty, I don’t know. I think like one sixty-fourth of my collars didn’t work. It’s hard to keep straight now that I have sixty three other memories of everything.
Rick, Yeah.
Morty," But I feel like one of the sixty-four Ricks like, sacrificed himself for me, maybe, I think."
Rick," Shut up Morty. The last time you felt something, we all almost died. You little s—piece of shit."
Beth," Hey guys, we’re home."
 Summer," Mom, Dad!"
Jerry," Um, hold the phone, where did you guys get those necklaces from? Uh, Lady Gaga, table for three, am I right?"
Beth, *laughs*
Jerry," Are you guys Power Rangers? But only on one small part of your necks? Hey do those things need batteries? Were they included? Clean up in the fruit isle! Not in a homophobic way though, they’re just fruity necklaces is all I was saying."
Beth, *laughing* I’m gonna pee my pants.
Morty, Doesn’t feel so good does it?
Rick, No it doesn’t. It hurts.
Beth, I’m gonna pee-hee-hee.
